,id,team_id,match_id,summoner_id,match_timestamp,queue,kills,deaths,assists,double_kills,triple_kills,quadra_kills,penta_kills,sight_wards_bought_in_game,vision_wards_bought_in_game,wards_placed,wards_killed,total_damage_taken,true_damage_taken,magic_damage_taken,physical_damage_taken,total_damage_dealt,true_damage_dealt,magic_damage_dealt,physical_damage_dealt,total_time_crowd_control_dealt,total_damage_dealt_to_champions,true_damage_dealt_to_champions,magic_damage_dealt_to_champions,physical_damage_dealt_to_champions,gold_earned,gold_spent,minions_killed,tower_kills,inhibitor_kills,first_blood_kill,first_blood_assist,first_tower_kill,first_tower_assist,first_inhibitor_kill,first_inhibitor_assist,champion_id,lane,role,winner,team_first_blood,team_first_tower,team_first_inhibitor,team_first_dragon,team_first_baron,team_tower_kills,team_inhibitor_kills,team_dragon_kills,team_baron_kills,tm0,tm1,tm2,tm3,tm4,rm0,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,failingtm,passingtm,tm00,tm01,tm02,tm03,longavg,bool,sum_games_by_id,is_first_game,milliseconds_in_game,days_in_game,workdays_in_game_8hrs,first_game_timestamp,first_game_timestamp_by_id,milliseconds_since_first_game,days_since_first_game,workdays_since_first_game_8hrs,pct_days_in_game,tm00count,tm01count,tm02count,tm03count,tm00famcount,tm01famcount,tm02famcount,tm03famcount,alltmfamcount,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f00,f01,f02,f000,f001,top,jungle,mid,bot_carry,bot_support,sum_games_for_lag,min_lag_range_three_month,games_to_remove_three_month,three_month_sumgames,f_to_remove_three_month,three_month_fcount,kda
3771,56906df19529d1ee4b1df4787bf7500f,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1424103458,26243614,1403126622718,RANKED_SOLO_5x5,5,0,7,0,0,0,0,1,1,9,1,14417,314,2115,11987,106750,13064,21778,71906,1129,9957,767,1089,8100,8631,5690,17,0,0,0,0,0,0,0,1,64,JUNGLE,NONE,1,0,0,1,0,0,7,1,1,0,26243614,36521756,21896831,22478689,32608529,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,36521756,21896831,22478689,32608529,1,1,175,0,357000000,4.1319444444,12.3958333333,0,1399686578121,3440044597,39.8153309838,119.4459929514,0.1037777244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,175,-4449184403,,,,,12
3373,4cffd346f4ab997a42ffe2c85051c844,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1424797692,26243614,1403159108210,RANKED_SOLO_5x5,2,1,2,0,0,0,0,1,0,5,0,15206,150,6075,8981,92744,9190,63485,20069,820,7970,1105,4726,2138,7857,6645,192,1,0,0,0,0,0,0,0,31,TOP,SOLO,1,1,1,0,0,0,4,0,0,0,46039536,26243614,20212071,19559184,40122506,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,46039536,20212071,19559184,40122506,1,1,176,0,359040000,4.1555555556,12.4666666667,0,1399686578121,3472530089,40.1913204745,120.5739614236,0.1033943525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,176,-4416698911,,,,,4
1839,2a5c87c0e4309a73784777f3a2f307fe,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1424823500,26243614,1403161753516,RANKED_SOLO_5x5,2,5,5,0,0,0,0,2,0,6,5,28852,120,6354,22377,152217,16687,27034,108496,1124,11250,1371,1613,8265,8987,8680,38,0,0,0,0,0,0,0,0,64,JUNGLE,NONE,0,1,0,0,0,0,0,0,0,0,26243614,40959886,36000604,475329,20309679,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,40959886,36000604,475329,20309679,1,1,177,0,361080000,4.1791666667,12.5375,0,1399686578121,3475175395,40.2219374421,120.6658123264,0.1039026694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,177,-4414053605,,,,,1.4
1374,1f74db173e3a5b4a62262429bf193d7b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1424843546,26243614,1403164179381,RANKED_SOLO_5x5,6,6,11,0,0,0,0,1,0,11,1,18856,481,8832,9541,215929,1234,202141,12554,728,43293,978,41572,742,15381,15025,271,0,0,0,0,0,0,0,0,115,MIDDLE,SOLO,0,0,0,0,1,0,5,0,5,0,26243614,38320355,32248935,23586941,35189301,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,38320355,32248935,23586941,35189301,1,1,178,0,363120000,4.2027777778,12.6083333333,0,1399686578121,3477601260,40.2500145833,120.75004375,0.1044168014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,178,-4411627740,,,,,2.8333333333
5331,793987dfb78ddb83583674338ef41720,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1424880240,26243614,1403168573662,RANKED_SOLO_5x5,5,6,7,0,0,0,0,0,1,9,0,26730,686,5473,20571,206617,16804,1593,188219,461,17116,1510,319,15286,11802,10810,61,0,0,0,0,0,0,0,0,254,JUNGLE,NONE,0,0,1,0,1,0,3,0,3,0,19647481,26243614,19273191,32971538,23246227,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,19647481,19273191,32971538,23246227,1,1,179,0,365160000,4.2263888889,12.6791666667,0,1399686578121,3481995541,40.3008743171,120.9026229514,0.1048708982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,179,-4407233459,,,,,2
10924,f9517f7b38fd4b481b56cdd516af6159,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1424867269,26243614,1403171503811,RANKED_SOLO_5x5,2,4,18,0,0,0,0,1,0,11,0,24505,967,9977,13560,145883,13198,106557,26127,381,13053,444,10773,1835,11554,10110,29,0,0,0,0,0,0,0,0,32,JUNGLE,NONE,1,0,1,1,0,0,9,3,2,0,37547086,26243614,50829010,32804370,26718930,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,37547086,50829010,32804370,26718930,1,1,180,0,367200000,4.25,12.75,0,1399686578121,3484925690,40.3347880787,121.0043642361,0.1053681004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,180,-4404303310,,,,,5
10208,e961b6b818b3bbf911ddf903d078a8f0,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1425385347,26243614,1403212593024,RANKED_SOLO_5x5,3,4,4,0,0,0,0,1,0,8,0,16910,282,12039,4588,198555,344,181801,16410,609,20611,0,20017,593,12098,10890,301,0,0,0,0,0,0,0,0,99,MIDDLE,SOLO,0,1,0,0,0,0,1,0,0,0,32889868,19306221,25163656,26243614,23509346,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,32889868,19306221,25163656,23509346,1,1,181,0,369240000,4.2736111111,12.8208333333,0,1399686578121,3526014903,40.8103576736,122.4310730208,0.104718786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,181,-4363214097,,,,,1.75
9716,de5b4cc45f9a53afc02a15504112f07b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1425499212,26243614,1403222088596,RANKED_SOLO_5x5,9,5,7,2,0,0,0,0,0,13,2,22536,666,13022,8847,191183,1500,150415,39268,125,33062,1358,27617,4087,15917,15365,263,1,0,0,0,0,0,0,0,90,MIDDLE,SOLO,0,1,0,0,1,1,6,1,3,1,21315314,25756700,34964025,26243614,35012800,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,21315314,25756700,34964025,35012800,1,1,182,0,371280000,4.2972222222,12.8916666667,0,1399686578121,3535510475,40.9202601273,122.7607803819,0.1050145382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,182,-4353718525,,,,,3.2
9072,d0d2042bddd9a6a7da40e1930d668608,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1426966681,26243614,1403328915838,RANKED_SOLO_5x5,4,3,13,0,0,0,0,1,1,12,5,51914,1626,17955,32332,267036,21988,112824,132222,1363,19263,866,10381,8016,18349,16950,142,2,0,0,0,0,0,0,1,28,JUNGLE,NONE,1,0,0,1,1,1,10,2,4,2,26243614,21820532,19494209,25369173,24344011,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,21820532,19494209,25369173,24344011,1,1,183,0,373320000,4.3208333333,12.9625,0,1399686578121,3642337717,42.1566865394,126.4700596181,0.1024946144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,183,-4246891283,,,,,5.6666666667
2161,31e3aee64ef713c9cb760987c5091387,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1428828154,26243614,1403475105912,RANKED_SOLO_5x5,5,6,9,0,0,0,0,1,0,9,0,17614,814,10013,6786,129065,672,112071,16321,182,19675,258,18532,885,13253,10875,210,0,0,0,0,0,0,0,1,45,MIDDLE,SOLO,1,1,0,1,1,1,8,1,2,2,20855244,31579732,24304330,27683157,26243614,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,20855244,31579732,24304330,27683157,1,1,184,0,375360000,4.3444444444,13.0333333333,0,1399686578121,3788527791,43.8487012847,131.5461038542,0.0990780643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,184,-4100701209,,,,,2.3333333333
92,0221c9e9bde148c29fd804f0719cf099,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1428858218,26243614,1403477708919,RANKED_SOLO_5x5,6,8,8,0,0,0,0,2,0,12,2,39245,905,11395,26944,208622,18375,10869,179377,1041,17121,1443,810,14867,13387,13993,54,1,0,0,0,0,1,0,0,59,JUNGLE,NONE,0,1,1,0,0,0,4,0,1,0,39059378,26243614,48310516,46356063,39143262,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,39059378,48310516,46356063,39143262,1,1,185,0,377400000,4.3680555556,13.1041666667,0,1399686578121,3791130798,43.8788286806,131.6364860417,0.0995481349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,185,-4098098202,,,,,1.75
9130,d239e4b35bff50d041217458f45441e7,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1428963958,26243614,1403484812583,RANKED_SOLO_5x5,2,1,10,0,0,0,0,1,1,24,6,9938,226,4106,5604,16053,0,10205,5847,179,5864,0,3098,2765,8370,7655,11,0,0,0,0,0,0,0,0,40,BOTTOM,DUO_SUPPORT,1,0,0,0,1,0,4,0,2,0,28269421,31104869,31981712,29581479,26243614,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,28269421,31104869,31981712,29581479,1,1,186,0,379440000,4.3916666667,13.175,0,1399686578121,3798234462,43.9610470139,131.8831410417,0.0998990462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,186,-4090994538,,,,,12
5756,8301378c867e3393323c653c20f78b74,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1429013566,26243614,1403487585422,RANKED_SOLO_5x5,7,6,12,0,0,0,0,0,0,10,1,35794,1909,15500,18384,248745,1732,16607,230406,167,43510,1160,3692,38658,17844,17298,280,2,0,0,0,0,0,0,1,236,BOTTOM,DUO_CARRY,0,1,1,1,0,1,8,3,3,2,19113729,22112438,26243614,26270486,243247,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,19113729,22112438,26270486,243247,1,1,187,0,381480000,4.4152777778,13.2458333333,0,1399686578121,3801007301,43.9931400579,131.9794201736,0.1003628696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,187,-4088221699,,,,,3.1666666667
6955,a022b109ad7e9b1d89ef85c6260fbf9d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1429288440,26243614,1403507103191,RANKED_SOLO_5x5,6,5,13,1,0,0,0,2,1,6,4,54668,4212,17851,32605,212433,21056,148242,43134,1555,21145,799,17189,3156,14558,13005,64,0,0,0,0,0,0,0,0,57,JUNGLE,NONE,0,0,0,0,1,0,3,0,1,0,40381386,34696168,20948889,26243614,19366871,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,40381386,34696168,20948889,19366871,1,1,188,0,383520000,4.4388888889,13.3166666667,0,1399686578121,3820525070,44.219040162,132.6571204861,0.1003841077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,188,-4068703930,,,,,3.8
2774,3ffee9eb53d7c4a2c8a36b1422ab8672,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1429372608,26243614,1403516014041,RANKED_SOLO_5x5,4,0,7,0,0,0,0,2,1,12,4,28827,1325,8221,19279,221721,26449,33637,161634,1757,9417,662,745,8008,14062,11710,74,1,1,0,0,0,0,1,0,64,JUNGLE,NONE,1,1,1,1,1,1,8,1,4,1,23185552,26243614,36782637,21722190,22283685,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,23185552,36782637,21722190,22283685,1,1,189,0,385560000,4.4625,13.3875,0,1399686578121,3829435920,44.322175,132.966525,0.1006832359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,189,-4059793080,,,,,11
371,092002c3ab8afaeafcb9482b88e2a072,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1429365693,26243614,1403518794664,RANKED_SOLO_5x5,14,5,8,3,0,0,0,1,0,10,2,46223,2501,18051,25671,215334,1942,20577,192815,192,33219,1654,7302,24262,18423,18050,267,2,1,0,0,0,1,0,1,86,TOP,SOLO,0,0,1,1,1,1,8,2,4,1,19312466,583559,20116585,26243614,23670051,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,19312466,583559,20116585,23670051,1,1,190,0,387600000,4.4861111111,13.4583333333,0,1399686578121,3832216543,44.3543581366,133.0630744097,0.10114251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,190,-4057012457,,,,,4.4
5537,7e15c03e61f74cc0e4b3d981af55cffe,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1429977847,26243614,1403567930187,RANKED_SOLO_5x5,4,7,4,0,0,0,0,1,0,10,0,23032,526,4512,17993,120924,487,25773,94663,75,17367,487,2252,14628,9986,9415,205,2,0,0,0,0,0,0,0,157,TOP,SOLO,0,1,0,0,0,0,2,0,0,0,27271082,20318580,26243614,21971982,30075966,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,27271082,20318580,21971982,30075966,1,1,191,0,389640000,4.5097222222,13.5291666667,0,1399686578121,3881352066,44.9230563194,134.7691689583,0.1003876982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,191,-4007876934,,,,,1.1428571429
5145,7536d12584352bc0fb0b6a3bf1d29057,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1430007768,26243614,1403570701659,RANKED_SOLO_5x5,9,9,2,1,1,0,0,1,0,4,2,34140,749,6882,26508,237758,33793,11385,192579,505,16660,4179,1402,11079,13873,13540,136,1,0,0,0,0,0,0,0,11,JUNGLE,NONE,0,0,0,0,0,0,3,0,1,0,26243614,37458553,37964206,20588418,29449453,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,37458553,37964206,20588418,29449453,1,1,192,0,391680000,4.5333333333,13.6,0,1399686578121,3884123538,44.9551335417,134.865400625,0.1008412828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,192,-4005105462,,,,,1.2222222222
11081,fd1250fce6c35cdad69cb9a169479fa1,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1430064038,26243614,1403573296837,RANKED_SOLO_5x5,3,6,1,1,0,0,0,1,0,5,0,10761,357,5011,5391,57164,504,47538,9121,590,7637,220,6019,1398,6538,6115,122,0,0,0,0,0,0,0,0,61,MIDDLE,SOLO,0,0,0,0,0,0,2,0,0,0,37964206,32207258,24850886,29449453,26243614,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,37964206,32207258,24850886,29449453,1,1,193,0,393720000,4.5569444444,13.6708333333,0,1399686578121,3886718716,44.9851703241,134.9555109722,0.101298815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,193,-4002510284,,,,,0.6666666667
5216,76e3a16528d76de30d56b2f7d750134f,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1430092274,26243614,1403575159384,RANKED_SOLO_5x5,5,6,13,0,0,0,0,1,1,4,1,42302,515,15213,26573,185243,13198,152262,19782,611,20802,352,19778,671,13908,13030,66,0,0,0,0,0,0,0,0,9,JUNGLE,NONE,1,0,0,0,1,1,8,1,2,2,20016016,24064152,26243614,37263622,26583027,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,20016016,24064152,37263622,26583027,0,1,194,0,395760000,4.5805555556,13.7416666667,0,1399686578121,3888581263,45.006727581,135.0201827431,0.1017749079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,194,-4000647737,,,,,3
680,102ee604bf5db261cf785f5a9f6edc0d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1430126235,26243614,1403577946417,RANKED_SOLO_5x5,7,6,3,0,0,0,0,0,0,23,2,20577,494,9371,10710,154216,1234,4781,148200,261,19911,1080,1180,17651,12287,12025,254,3,0,0,0,0,0,0,0,238,TOP,SOLO,0,0,0,0,0,0,4,0,0,0,35601109,24973492,24128955,22077520,26243614,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,35601109,24973492,24128955,22077520,1,1,195,0,397800000,4.6041666667,13.8125,0,1399686578121,3891368296,45.0389849074,135.1169547222,0.102226253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,195,-3997860704,,,,,1.6666666667
5928,878e20089616003b8aa188e553c71903,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1431580207,26243614,1403670631871,RANKED_SOLO_5x5,16,3,6,3,2,0,0,0,0,8,1,28426,1194,12498,14733,272811,14995,80265,177551,225,46674,3331,15992,27350,19898,16738,290,1,1,0,0,0,0,1,0,42,BOTTOM,DUO_CARRY,1,1,0,1,1,1,8,2,4,2,21896843,24685557,21128135,26243614,26137275,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,21896843,24685557,21128135,26137275,1,1,196,0,399840000,4.6277777778,13.8833333333,0,1399686578121,3984053750,46.1117332176,138.3351996528,0.1003600918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,196,-3905175250,,,,,7.3333333333
5164,757b7cb683914a59b663be97eca8f125,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1431746964,26243614,1403689735613,RANKED_SOLO_5x5,3,6,9,0,0,0,0,1,0,11,0,19561,545,5292,13723,147764,716,133375,13672,394,18704,80,17688,935,10578,9750,220,0,0,0,0,0,0,0,0,101,MIDDLE,SOLO,0,1,0,0,0,0,3,0,0,0,35432640,158619,26243614,25922069,35872861,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,35432640,158619,25922069,35872861,1,1,197,0,401880000,4.6513888889,13.9541666667,0,1399686578121,4003157492,46.3328413426,138.9985240278,0.1003907542,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,197,-3886071508,,,,,2
6034,89bf7a9d0aa7eaa9c8fd6bce09e9750e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1431780171,26243614,1403693732532,RANKED_SOLO_5x5,1,1,16,0,0,0,0,1,0,12,1,7264,0,1370,5893,12154,666,5315,6173,131,3012,84,1777,1150,7225,6250,4,1,0,0,0,0,0,0,0,40,BOTTOM,DUO_SUPPORT,1,1,1,0,0,0,6,0,1,0,28446921,37163021,26243614,25709232,34165569,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,28446921,37163021,25709232,34165569,1,1,198,0,403920000,4.675,14.025,0,1399686578121,4007154411,46.3791019792,139.1373059375,0.1007997094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,198,-3882074589,,,,,17
10648,f31906db39d76a4c8617116808eb5417,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1431781685,26243614,1403695446891,RANKED_SOLO_5x5,8,5,14,0,0,0,0,2,0,24,2,36121,1616,10626,23878,154226,17525,29249,107450,1509,18555,2415,1963,14176,14253,10795,30,1,0,1,0,0,0,0,1,64,JUNGLE,NONE,1,1,0,1,1,1,9,2,4,1,20984575,31430733,35174314,28991211,26243614,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,20984575,31430733,35174314,28991211,1,1,199,0,405960000,4.6986111111,14.0958333333,0,1399686578121,4008868770,46.3989440972,139.1968322917,0.1012654749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,199,-3880360230,,,,,4.4
5921,87588d0ad60649ca10c5ee6caf1c396d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1432354293,26243614,1403737505549,RANKED_SOLO_5x5,3,6,10,0,0,0,0,2,0,11,0,27560,987,3911,22661,150897,17179,20848,112869,901,10261,878,1574,7807,11613,11590,45,0,0,0,0,0,0,0,0,107,JUNGLE,NONE,0,0,0,0,0,0,4,0,3,0,26243614,25330653,22169363,22224006,19160858,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,25330653,22169363,22224006,19160858,1,1,200,0,408000000,4.7222222222,14.1666666667,0,1399686578121,4050927428,46.8857341204,140.6572023611,0.1007176769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,200,-3838301572,,,,,2.1666666667
7118,a3eb921defeda372ea0ebcb58b83fb32,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1432647286,26243614,1403757237877,RANKED_SOLO_5x5,1,4,1,0,0,0,0,1,0,5,0,9274,202,6807,2264,100177,332,90226,9617,391,12280,332,10958,989,7296,6640,182,1,0,0,0,0,0,0,0,115,MIDDLE,SOLO,0,1,0,0,0,0,1,0,0,0,21356071,24549632,24584040,26243614,24985717,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,21356071,24549632,24584040,24985717,1,1,201,0,410040000,4.7458333333,14.2375,0,1399686578121,4070659756,47.1141175463,141.3423526389,0.1007306001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,201,-3818569244,,,,,0.5
2140,315d8acb84377b8d85c2754c5479359a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1432752486,26243614,1403763248913,RANKED_SOLO_5x5,4,4,18,0,0,0,0,1,1,20,3,19328,289,8518,10521,47664,950,32600,14114,24,14523,950,11187,2386,11902,10890,33,0,0,0,0,0,1,0,1,37,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,7,2,3,0,20862485,26070892,30154857,19287405,26243614,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,20862485,26070892,30154857,19287405,1,1,202,0,412080000,4.7694444444,14.3083333333,0,1399686578121,4076670792,47.1836897222,141.5510691667,0.1010824815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,202,-3812558208,,,,,5.5
7083,a33a594a78a457b738965f5a434fdd49,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1432758618,26243614,1403765599567,RANKED_SOLO_5x5,5,1,3,1,0,0,0,1,0,5,0,9059,287,2131,6640,123574,0,109193,14380,0,18806,0,17069,1736,10247,9065,202,2,0,0,0,0,0,0,0,82,TOP,SOLO,1,1,1,0,0,1,7,0,1,1,26243614,49013562,44182964,37121520,23248453,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,49013562,44182964,37121520,23248453,1,1,203,0,414120000,4.7930555556,14.3791666667,0,1399686578121,4079021446,47.2108963657,141.6326890972,0.1015243498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,203,-3810207554,,,,,8
2245,337b8a94307592bdd559444fe61268d3,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1432831890,26243614,1403767628274,RANKED_SOLO_5x5,0,7,6,0,0,0,0,0,0,4,0,26705,1672,7780,17253,103918,0,26588,77329,1824,10660,0,4898,5762,8486,7420,180,0,0,0,0,0,0,0,0,75,TOP,SOLO,0,0,0,0,0,0,1,0,0,0,25395378,29194969,49070264,35520125,26243614,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,25395378,29194969,49070264,35520125,1,1,204,0,416160000,4.8166666667,14.45,0,1399686578121,4081050153,47.2343767708,141.7031303125,0.1019737529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,204,-3808178847,,,,,0.8571428571
9177,d31e64b9455d69ca0889047af8e5f9ff,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1432846616,26243614,1403770024516,RANKED_SOLO_5x5,12,5,29,0,0,0,0,1,0,24,9,52953,1193,18312,33447,238792,25005,59578,154207,1784,31397,2997,4927,23473,20338,18740,101,0,0,0,0,0,0,0,0,64,JUNGLE,NONE,1,1,1,1,1,0,8,3,4,1,44361104,35335377,26243614,20016417,19325501,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,44361104,35335377,20016417,19325501,1,1,205,0,418200000,4.8402777778,14.5208333333,0,1399686578121,4083446395,47.2621110532,141.7863331597,0.1024134908,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,205,-3805782605,,,,,8.2
