,id,team_id,match_id,summoner_id,match_timestamp,queue,kills,deaths,assists,double_kills,triple_kills,quadra_kills,penta_kills,sight_wards_bought_in_game,vision_wards_bought_in_game,wards_placed,wards_killed,total_damage_taken,true_damage_taken,magic_damage_taken,physical_damage_taken,total_damage_dealt,true_damage_dealt,magic_damage_dealt,physical_damage_dealt,total_time_crowd_control_dealt,total_damage_dealt_to_champions,true_damage_dealt_to_champions,magic_damage_dealt_to_champions,physical_damage_dealt_to_champions,gold_earned,gold_spent,minions_killed,tower_kills,inhibitor_kills,first_blood_kill,first_blood_assist,first_tower_kill,first_tower_assist,first_inhibitor_kill,first_inhibitor_assist,champion_id,lane,role,winner,team_first_blood,team_first_tower,team_first_inhibitor,team_first_dragon,team_first_baron,team_tower_kills,team_inhibitor_kills,team_dragon_kills,team_baron_kills,tm0,tm1,tm2,tm3,tm4,rm0,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,failingtm,passingtm,tm00,tm01,tm02,tm03,longavg,bool,sum_games_by_id,is_first_game,milliseconds_in_game,days_in_game,workdays_in_game_8hrs,first_game_timestamp,first_game_timestamp_by_id,milliseconds_since_first_game,days_since_first_game,workdays_since_first_game_8hrs,pct_days_in_game,tm00count,tm01count,tm02count,tm03count,tm00famcount,tm01famcount,tm02famcount,tm03famcount,alltmfamcount,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f00,f01,f02,f000,f001,top,jungle,mid,bot_carry,bot_support,sum_games_for_lag,min_lag_range_three_month,games_to_remove_three_month,three_month_sumgames,f_to_remove_three_month,three_month_fcount,kda,min_lag_range_one_month,games_to_remove_one_month,one_month_sumgames,f_to_remove_one_month,one_month_fcount
10174,e890efd792e1b00123deb4cfc9b84a2d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1367443020,50879700,1399090664147,RANKED_SOLO_5x5,5,3,21,0,0,0,0,0,0,27,0,27227,1084,11355,14788,67001,0,50082,16918,127,20486,0,16147,4338,14050,10795,50,1,1,0,0,0,1,0,0,53,BOTTOM,DUO_SUPPORT,1,1,1,1,1,1,10,3,2,1,50879700,47027506,24089465,35800590,53114715,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,47027506,24089465,35800590,53114715,1,1,1,1,2040000,0.0236111111,0.0708333333,1399090664147,1399090664147,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,-7889229000,,,,,8.6666666667,-2629743000,,,,
9033,cff0fb2f3fd8927f9e78511c0f4b81c4,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1381151062,50879700,1400114920202,RANKED_SOLO_5x5,1,6,1,0,0,0,0,0,0,11,0,12270,345,3716,8209,23432,0,13408,10024,42,5444,0,3991,1453,4292,2950,24,1,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,3,0,0,0,34138764,39851772,49260071,50879700,32385049,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,34138764,39851772,49260071,32385049,1,1,2,0,4080000,0.0472222222,0.1416666667,0,1399090664147,1024256055,11.8548154514,35.5644463542,0.0039833789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,-6864972945,,,,,0.3333333333,-1605486945,,,,
8435,c1f4d5271c19d253337cc94b4fbbfc52,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1392723754,50879700,1400898071952,RANKED_SOLO_5x5,5,1,15,1,0,0,0,1,0,6,0,11024,415,2987,7621,23606,0,14688,8918,42,9122,0,6911,2210,9094,7640,17,0,0,0,0,0,0,0,1,53,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,10,2,2,0,53365255,50879700,40864472,34015321,54796555,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,53365255,40864472,34015321,54796555,1,1,3,0,6120000,0.0708333333,0.2125,0,1399090664147,1807407805,20.9190718171,62.7572154514,0.0033860648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,-6081821195,,,,,20,-822335195,,,,
3333,4c05aa02df066adc1f00c4af384ae005,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1409082840,50879700,1402032396617,RANKED_SOLO_5x5,0,11,11,0,0,0,0,0,0,6,0,27379,517,14428,12434,17262,0,11069,6192,258,5616,0,5221,394,7609,7320,10,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,4,0,0,0,46118973,50879700,23857083,23100894,46900118,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,46118973,23857083,23100894,46900118,1,1,4,0,8160000,0.0944444444,0.2833333333,0,1399090664147,2941732470,34.0478295139,102.1434885417,0.0027738756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,-4947496530,,,,,1,311989470,1,3,0,0
290,06c3854c25ff671a0d4d3b5f69f13014,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1411503451,50879700,1402201123558,RANKED_SOLO_5x5,1,2,14,0,0,0,0,0,0,8,0,12826,1492,2525,8809,20881,0,14413,6468,110,6659,0,5683,976,7257,6115,17,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,1,1,1,0,1,0,5,0,1,0,22510898,28522193,37820210,34653656,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,22510898,28522193,37820210,34653656,1,1,5,0,10200000,0.1180555556,0.3541666667,0,1399090664147,3110459411,36.0006876273,108.0020628819,0.0032792584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,-4778769589,,,,,7.5,480716411,1,4,0,0
690,106b79c158127937918176ef2b2fadf0,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1414033794,50879700,1402378216051,RANKED_SOLO_5x5,3,4,14,0,0,0,0,0,0,18,0,18842,434,9243,9164,24258,0,14534,9724,190,7295,0,6647,647,10262,8160,20,0,0,0,0,0,0,0,1,412,BOTTOM,DUO_SUPPORT,1,1,1,1,0,1,9,2,1,1,31454502,26329439,50879700,31652553,44123606,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,31454502,26329439,31652553,44123606,1,1,6,0,12240000,0.1416666667,0.425,0,1399090664147,3287551904,38.0503692593,114.1511077778,0.0037231351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,-4601677096,,,,,4.25,657808904,1,5,0,0
10290,eae9ddae0942c1aaaa218418902c5faf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1414068657,50879700,1402382711075,RANKED_SOLO_5x5,5,5,1,1,0,0,0,0,0,1,0,16637,278,5132,11227,74378,6198,36684,31496,536,6584,224,3177,3183,6600,6400,12,0,0,0,0,0,0,0,0,77,JUNGLE,NONE,0,0,0,0,0,0,0,0,0,0,22977219,50095941,33379156,34360300,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,22977219,50095941,33379156,34360300,1,1,7,0,14280000,0.1652777778,0.4958333333,0,1399090664147,3292046928,38.102395,114.307185,0.0043377267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7,-4597182072,,,,,1.2,662303928,1,6,0,0
9302,d5c8be8907d7a74cc8b70f7e9946763e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1416215049,50879700,1402544912472,RANKED_SOLO_5x5,1,6,13,0,0,0,0,0,0,9,0,44515,1688,16976,25851,100952,0,75812,25140,715,24245,0,20777,3467,11211,10020,135,2,0,0,0,0,0,0,0,36,TOP,SOLO,0,1,1,0,1,0,6,0,2,0,21209572,36571849,32959918,42859866,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,21209572,36571849,32959918,42859866,1,1,8,0,16320000,0.1888888889,0.5666666667,0,1399090664147,3454248325,39.9797259838,119.9391779514,0.0047246169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,8,-4434980675,,,,,2.3333333333,824505325,1,7,0,0
6003,893c23e5ce6c9fe4222254e07feeeff1,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417256399,50879700,1402624550571,RANKED_SOLO_5x5,0,4,13,0,0,0,0,0,0,9,0,19017,158,10018,8841,21771,0,14613,7158,294,6824,0,5845,978,9021,7350,13,0,0,0,0,0,0,0,1,412,BOTTOM,DUO_SUPPORT,1,1,0,1,1,1,8,2,4,1,50879700,22987456,20675394,45098304,32863192,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,22987456,20675394,45098304,32863192,1,1,9,0,18360000,0.2125,0.6375,0,1399090664147,3533886424,40.9014632407,122.7043897222,0.0051954132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,9,-4355342576,,,,,3.25,904143424,1,8,0,0
4785,6d22d81564906de728f4c910bce12a01,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417437349,50879700,1402631823549,RANKED_SOLO_5x5,1,7,16,0,0,0,0,1,1,19,1,21784,744,7544,13495,32154,0,22525,9628,189,8477,0,7776,700,9892,9145,37,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,1,0,1,1,0,0,10,3,1,0,27982809,55109239,35309183,35793090,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,27982809,55109239,35309183,35793090,1,1,10,0,20400000,0.2361111111,0.7083333333,0,1399090664147,3541159402,40.9856412269,122.9569236806,0.0057608251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10,-4348069598,,,,,2.4285714286,911416402,1,9,0,0
2775,400d4f32079ae4594923cca25c4f92ed,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417468908,50879700,1402634434043,RANKED_SOLO_5x5,1,8,24,0,0,0,0,3,0,26,0,39534,200,26226,13108,36942,0,25999,10943,345,7318,0,6846,472,13714,10800,18,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,1,1,0,0,0,1,10,1,2,2,37348993,34723579,50879700,22008394,30881114,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,37348993,34723579,22008394,30881114,0,1,11,0,22440000,0.2597222222,0.7791666667,0,1399090664147,3543769896,41.0158552778,123.0475658333,0.0063322396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11,-4345459104,,,,,3.125,914026896,1,10,0,0
10943,f9bc9634d4c3a67c0d7c3240a92872c2,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417526767,50879700,1402638953708,RANKED_SOLO_5x5,0,8,10,0,0,0,0,0,1,21,1,22869,538,12625,9706,17608,0,13026,4582,182,6520,0,5688,832,7731,7595,11,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,0,1,0,0,0,0,4,0,1,0,34516452,40315201,24985283,50879700,47667369,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,34516452,40315201,24985283,47667369,1,1,12,0,24480000,0.2833333333,0.85,0,1399090664147,3548289561,41.0681662153,123.2044986458,0.0068990987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,12,-4340939439,,,,,1.25,918546561,1,11,0,0
10659,f33f5e72a988e54fe9f3193a047853cf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417563393,50879700,1402641836726,RANKED_SOLO_5x5,1,3,30,0,0,0,0,2,0,10,1,30380,567,12099,17713,64324,4081,44629,15612,71,16553,0,12487,4065,13174,10985,70,1,1,0,0,0,0,0,0,89,BOTTOM,DUO_SUPPORT,1,1,1,1,1,1,9,2,4,2,35667608,22207258,50879700,39900920,35549900,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,35667608,22207258,39900920,35549900,1,1,13,0,26520000,0.3069444444,0.9208333333,0,1399090664147,3551172579,41.1015344792,123.3046034375,0.0074679558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,13,-4338056421,,,,,10.3333333333,921429579,1,12,0,0
1202,1b6aae400527bbfe00993f702f69df33,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1417600876,50879700,1402644626057,RANKED_SOLO_5x5,3,3,18,0,0,0,0,1,0,6,1,31362,480,11232,19649,43863,5148,27167,11547,71,10039,0,7694,2345,10179,8205,54,0,1,0,0,0,1,1,0,89,BOTTOM,DUO_SUPPORT,1,1,1,1,0,1,7,1,1,1,50879700,34978251,32890367,25871612,27692334,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,34978251,32890367,25871612,27692334,0,1,14,0,28560000,0.3305555556,0.9916666667,0,1399090664147,3553961910,41.1338184028,123.4014552083,0.0080361019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,14,-4335267090,,,,,7,924218910,1,13,0,0
928,158f2c726addc762b16cdd924073f604,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1418533170,50879700,1402718406181,RANKED_SOLO_5x5,3,4,11,0,0,0,0,0,0,18,0,23779,120,12203,11455,26721,0,18402,8319,362,8637,0,7971,666,10197,8475,20,1,0,0,0,0,0,0,1,412,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,9,2,4,0,44082308,48409112,35121578,51730351,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,44082308,48409112,35121578,51730351,1,1,15,0,30600000,0.3541666667,1.0625,0,1399090664147,3627742034,41.9877550231,125.9632650694,0.0084349989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,15,-4261486966,,,,,3.5,997999034,1,14,0,0
6243,8ec802cfedeb9a0c5baebe5314a161cd,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1434830994,50879700,1403922632379,RANKED_SOLO_5x5,2,8,23,0,0,0,0,1,0,17,0,38174,691,11329,26152,33203,4847,18078,10277,77,13558,300,10129,3129,11120,9980,37,0,0,0,0,0,0,0,1,89,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,8,2,3,0,23622243,36102365,50879700,21564569,28443232,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,23622243,36102365,21564569,28443232,1,1,16,0,32640000,0.3777777778,1.1333333333,0,1399090664147,4831968232,55.9255582407,167.7766747222,0.0067550113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,16,-3057260768,,,,,3.125,2202225232,3,13,0,0
4252,60e92a9e0a1ca1ca3b321d549ab5bdcf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1434887421,50879700,1403925367214,RANKED_SOLO_5x5,0,10,5,0,0,0,0,3,0,23,1,41346,864,23005,17476,34348,3965,21168,9215,54,5495,0,4237,1257,7777,7405,36,0,0,0,0,0,0,0,0,89,BOTTOM,DUO_SUPPORT,0,0,0,0,0,1,5,1,2,1,50879700,44165926,30663748,24456451,22641913,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,44165926,30663748,24456451,22641913,1,1,17,0,34680000,0.4013888889,1.2041666667,0,1399090664147,4834703067,55.9572114236,167.8716342708,0.0071731396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,17,-3054525933,,,,,0.5,2204960067,3,14,0,0
6972,a06b3f7bfbb09c2a98168388f68bf514,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1438897114,50879700,1404251168903,RANKED_SOLO_5x5,8,5,4,0,0,0,0,0,0,7,0,42824,963,14926,26934,127501,2005,92848,32647,320,28834,1853,21599,5381,12829,12140,168,1,0,1,0,0,0,0,0,102,TOP,SOLO,0,1,1,0,1,0,5,0,1,0,21663317,38822447,50879700,22490818,30874615,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,21663317,38822447,22490818,30874615,1,1,18,0,36720000,0.425,1.275,0,1399090664147,5160504756,59.7280643056,179.1841929167,0.007115583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,18,-2728724244,,,,,2.4,2530761756,3,15,0,0
9903,e2cf3db999b6858239e617ffce021c48,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1441757264,50879700,1404444397190,RANKED_SOLO_5x5,2,9,8,0,0,0,0,0,0,32,0,39651,1228,10911,27511,35882,4670,21432,9779,82,9379,0,7080,2298,10277,9590,52,0,0,0,0,0,0,0,1,89,BOTTOM,DUO_SUPPORT,0,1,0,1,0,0,8,3,3,0,44835443,28932052,50879700,49410251,20576498,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,44835443,28932052,49410251,20576498,1,1,19,0,38760000,0.4486111111,1.3458333333,0,1399090664147,5353733043,61.9645028125,185.8935084375,0.0072398081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,-2535495957,,,,,1.1111111111,2723990043,3,16,0,0
6411,92c1fa9953302443d908ebde6345afd3,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1442725485,50879700,1404529148643,RANKED_SOLO_5x5,0,11,14,0,0,0,0,0,0,30,1,40917,797,24444,15675,49482,0,40350,9132,392,7165,0,4851,2314,11657,10330,40,0,0,0,0,0,0,0,0,53,BOTTOM,DUO_SUPPORT,0,1,0,1,0,0,6,1,0,0,23433399,31043309,50865687,21690451,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,23433399,31043309,50865687,21690451,0,1,20,0,40800000,0.4722222222,1.4166666667,0,1399090664147,5438484496,62.9454224074,188.8362672222,0.00750209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,-2450744504,,,,,1.2727272727,2808741496,3,17,0,0
5351,79a04f2b3f4c22cbf46bf6faab9b5a2b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1444675359,50879700,1404689544983,RANKED_SOLO_5x5,6,7,10,1,0,0,0,0,0,7,0,19829,524,11502,7803,69229,912,51818,16498,1296,16518,400,15160,958,10157,9010,116,0,0,0,0,0,0,0,0,61,MIDDLE,SOLO,0,1,1,0,1,0,3,0,2,0,26207554,50879700,28876941,47716846,394182,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,26207554,28876941,47716846,394182,1,1,21,0,42840000,0.4958333333,1.4875,0,1399090664147,5598880836,64.8018615278,194.4055845833,0.0076515292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21,-2290348164,,,,,2.2857142857,2969137836,4,17,0,0
3440,4e619784fd7b231ab812009c62f97e5a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1447140667,50879700,1404867334160,RANKED_SOLO_5x5,0,2,9,0,0,0,0,1,1,7,0,6161,190,2989,2982,13167,0,10507,2659,49,5011,0,4428,583,4548,4045,3,0,0,0,0,0,1,0,0,25,BOTTOM,DUO_SUPPORT,1,0,1,0,1,0,4,0,1,0,39547581,48394426,24070136,28812060,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,39547581,48394426,24070136,28812060,1,1,22,0,44880000,0.5194444444,1.5583333333,0,1399090664147,5776670013,66.8596066319,200.5788198958,0.0077691819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22,-2112558987,,,,,4.5,3146927013,5,17,0,0
1879,2b5557b3d9a93b62284597ecd24501c2,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1447146627,50879700,1404869208663,RANKED_SOLO_5x5,1,5,6,0,0,0,0,0,0,12,0,19266,469,8819,9977,40578,0,30234,10344,341,5307,0,4630,677,7111,6720,37,1,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,0,0,1,0,0,0,5,0,0,0,30691345,50879700,24074541,21195674,21291930,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,30691345,24074541,21195674,21291930,1,1,23,0,46920000,0.5430555556,1.6291666667,0,1399090664147,5778544516,66.8813022685,200.6439068056,0.0081196917,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,-2110684484,,,,,1.4,3148801516,5,18,0,0
8510,c3ab7e548486ec3e03c16e94327a3b90,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1451955657,50879700,1405216861694,RANKED_SOLO_5x5,1,5,8,0,0,0,0,0,0,14,0,23390,352,8298,14740,16537,3187,7906,5443,134,5150,0,3559,1591,6795,6385,24,1,0,0,0,0,0,0,0,89,BOTTOM,DUO_SUPPORT,0,0,0,0,1,0,6,0,1,0,48463965,50879700,39246392,22452099,54956097,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,48463965,39246392,22452099,54956097,1,1,24,0,48960000,0.5666666667,1.7,0,1399090664147,6126197547,70.9050642014,212.7151926042,0.0079919068,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24,-1763031453,,,,,1.8,3496454547,8,16,0,0
4483,65f377cc0d0d0a39716597a0302d8a01,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1452221791,50879700,1405230872191,RANKED_SOLO_5x5,5,9,27,0,0,0,0,0,0,31,1,37579,1516,19477,16585,72636,0,64867,7768,229,26036,0,24135,1900,14417,12610,41,1,0,1,0,1,0,0,0,25,BOTTOM,DUO_SUPPORT,0,1,1,0,1,1,7,0,3,2,29258282,34543777,50879700,42740233,33349234,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,29258282,34543777,42740233,33349234,1,1,25,0,51000000,0.5902777778,1.7708333333,0,1399090664147,6140208044,71.0672227315,213.2016681944,0.0083059075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,25,-1749020956,,,,,3.5555555556,3510465044,8,17,0,0
8408,c14a5fea76ff1a11beff933e5bcd3811,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1478754578,50879700,1407042120020,RANKED_SOLO_5x5,0,6,3,0,0,0,0,1,0,10,0,20369,779,7399,12190,19342,2910,9671,6760,593,5954,0,5007,947,4619,4330,26,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,2,0,0,0,25150685,44884028,50879700,30842051,30111625,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,25150685,44884028,30842051,30111625,1,1,26,0,53040000,0.6138888889,1.8416666667,0,1399090664147,7951455873,92.0307392708,276.0922178125,0.0066704766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,26,62226873,1,25,0,0,0.5,5321712873,18,8,0,0
5568,7e94e795852648c9b18719336ef79117,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1501209047,50879700,1408494906633,RANKED_SOLO_5x5,7,8,7,1,1,0,0,0,0,11,0,17242,490,9223,7528,98380,1122,90018,7239,0,24468,1122,22466,879,10936,8235,131,0,0,0,0,0,0,0,0,55,MIDDLE,SOLO,1,1,1,1,0,0,9,2,1,0,38593880,47993876,21538718,50879700,50691231,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,38593880,47993876,21538718,50691231,1,1,27,0,55080000,0.6375,1.9125,0,1399090664147,9404242486,108.8453991435,326.5361974306,0.0058569311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,27,1515013486,2,25,0,0,1.75,6774499486,25,2,0,0
7196,a5ae1f39f306c79eeb5f23bf275acc0b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1508817971,50879700,1409009242224,RANKED_SOLO_5x5,1,3,23,0,0,0,0,0,1,15,0,15313,609,3379,11325,15383,0,8708,6675,118,7040,0,6010,1030,8842,7250,16,0,0,0,0,0,0,0,1,412,BOTTOM,DUO_SUPPORT,1,0,1,1,1,0,10,3,1,0,50865687,44183425,50879700,39739687,38674196,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,50865687,44183425,39739687,38674196,1,1,28,0,57120000,0.6611111111,1.9833333333,0,1399090664147,9918578077,114.7983573727,344.3950721181,0.00575889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28,2029349077,3,25,0,0,8,7288835077,25,3,0,0
2215,32e4d8221b162caf19f4629f1851155f,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1508965872,50879700,1409015067769,RANKED_SOLO_5x5,3,5,12,0,0,0,0,0,0,9,1,17628,108,7148,10371,125770,0,30116,95653,5,15151,0,5191,9960,12177,10715,158,3,1,1,0,1,0,1,0,18,BOTTOM,DUO_CARRY,1,1,1,1,1,0,10,2,3,0,50879700,50866564,50495269,40980383,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,50866564,50495269,40980383,50865687,1,1,29,0,59160000,0.6847222222,2.0541666667,0,1399090664147,9924403622,114.865782662,344.5973479861,0.0059610635,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,29,2035174622,3,26,0,0,3,7294660622,25,4,0,0
6295,8fe396fc1df8bb2fddbdb486e0be9899,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1509006383,50879700,1409018071143,RANKED_SOLO_5x5,14,11,19,2,0,0,0,0,0,13,0,37693,600,16002,21090,225065,308,65040,159717,1710,43247,308,12163,30775,19525,17475,226,1,2,0,0,0,1,0,1,18,BOTTOM,DUO_CARRY,1,0,1,1,1,1,10,5,3,3,40415991,45375022,50879700,35851867,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,40415991,45375022,35851867,50865687,1,1,30,0,61200000,0.7083333333,2.125,0,1399090664147,9927406996,114.9005439352,344.7016318056,0.0061647518,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30,2038177996,3,27,0,0,3,7297663996,25,5,0,0
