,id,team_id,match_id,summoner_id,match_timestamp,queue,kills,deaths,assists,double_kills,triple_kills,quadra_kills,penta_kills,sight_wards_bought_in_game,vision_wards_bought_in_game,wards_placed,wards_killed,total_damage_taken,true_damage_taken,magic_damage_taken,physical_damage_taken,total_damage_dealt,true_damage_dealt,magic_damage_dealt,physical_damage_dealt,total_time_crowd_control_dealt,total_damage_dealt_to_champions,true_damage_dealt_to_champions,magic_damage_dealt_to_champions,physical_damage_dealt_to_champions,gold_earned,gold_spent,minions_killed,tower_kills,inhibitor_kills,first_blood_kill,first_blood_assist,first_tower_kill,first_tower_assist,first_inhibitor_kill,first_inhibitor_assist,champion_id,lane,role,winner,team_first_blood,team_first_tower,team_first_inhibitor,team_first_dragon,team_first_baron,team_tower_kills,team_inhibitor_kills,team_dragon_kills,team_baron_kills,tm0,tm1,tm2,tm3,tm4,rm0,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,failingtm,passingtm,tm00,tm01,tm02,tm03,longavg,bool,sum_games_by_id,is_first_game,milliseconds_in_game,days_in_game,workdays_in_game_8hrs,first_game_timestamp,first_game_timestamp_by_id,milliseconds_since_first_game,days_since_first_game,workdays_since_first_game_8hrs,pct_days_in_game,tm00count,tm01count,tm02count,tm03count,tm00famcount,tm01famcount,tm02famcount,tm03famcount,alltmfamcount,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f00,f01,f02,f000,f001,top,jungle,mid,bot_carry,bot_support,sum_games_for_lag,min_lag_range_three_month,games_to_remove_three_month,three_month_sumgames,f_to_remove_three_month,three_month_fcount,kda,min_lag_range_one_month,games_to_remove_one_month,one_month_sumgames,f_to_remove_one_month,one_month_fcount
9393,d7abeb800d3333869af0c152cafc5e25,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1896619567,50879700,1437710353546,RANKED_SOLO_5x5,8,3,13,1,0,0,0,0,0,6,0,16404,284,4023,12097,144571,0,9380,135191,41,24259,0,1661,22597,12886,11920,195,4,0,0,0,1,0,0,0,222,BOTTOM,DUO_CARRY,1,1,1,0,1,1,7,0,3,1,30976194,40370493,50879700,54956097,44218146,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,30976194,40370493,54956097,44218146,1,1,149,0,303960000,3.5180555556,10.5541666667,0,1399090664147,38619689399,446.9871458218,1340.9614374653,0.0078705967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,149,30730460399,118,31,0,0,7,35989946399,131,18,0,0
201,04a434f962b5eac4d8ac0ef0d22a859c,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1896675742,50879700,1437712795155,RANKED_SOLO_5x5,4,7,6,0,0,0,0,0,0,6,1,21671,368,10159,11143,177703,350,16371,160982,86,28280,350,2782,25148,12099,11925,210,1,0,1,0,0,0,0,0,222,BOTTOM,DUO,0,1,0,0,0,0,2,0,0,0,47018212,50879700,21415731,54956097,46210926,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,47018212,21415731,54956097,46210926,1,1,150,0,306000000,3.5416666667,10.625,0,1399090664147,38622131008,447.0154051852,1341.0462155556,0.0079229186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,150,30732902008,118,32,0,0,1.4285714286,35992388008,131,19,0,0
6511,94d9373cd9c16e5414c8eb5bd30451b5,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1896713612,50879700,1437715610703,RANKED_SOLO_5x5,1,7,7,0,0,0,0,0,0,4,0,21526,845,10113,10567,173372,0,10629,162742,814,13336,0,2472,10863,10954,9260,259,0,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,0,0,0,0,0,2,0,1,0,50879700,58090169,42738391,21645680,54956097,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,58090169,42738391,21645680,54956097,1,1,151,0,308040000,3.5652777778,10.6958333333,0,1399090664147,38624946556,447.0479925463,1341.1439776389,0.0079751567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,151,30735717556,118,33,0,0,1.1428571429,35995203556,131,20,0,0
7708,b0adc37bc1436bee85f6ea96eb93d3f7,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1896747768,50879700,1437718677907,RANKED_SOLO_5x5,15,0,10,4,2,1,1,0,0,6,2,11118,71,7001,4045,209714,1577,19388,188749,186,37275,809,4863,31602,15799,12810,253,7,2,0,0,0,0,1,0,222,BOTTOM,DUO_CARRY,1,1,1,1,1,1,10,2,3,1,21224593,50879700,31159698,54956097,67879576,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,21224593,31159698,54956097,67879576,0,1,152,0,310080000,3.5888888889,10.7666666667,0,1399090664147,38628013760,447.0834925926,1341.2504777778,0.0080273348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,152,30738784760,118,34,0,0,25,35998270760,131,21,0,0
7483,abc3b92dbdd309fba5cac8cd2126f393,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1899336185,50879700,1437929685417,RANKED_SOLO_5x5,8,8,7,2,0,0,0,0,0,5,0,19464,393,11010,8060,140264,0,13527,126736,55,26276,0,2845,23430,11318,9120,215,0,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,1,0,0,0,0,0,0,0,0,20057216,54956097,50630206,50879700,42654338,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,20057216,54956097,50630206,42654338,1,1,153,0,312120000,3.6125,10.8375,0,1399090664147,38839021270,449.5257091435,1348.5771274306,0.0080362478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,153,30949792270,118,35,0,0,1.875,36209278270,131,22,0,0
1727,27f248ece4a121e826b582ad2fdb8335,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1899381826,50879700,1437932616492,RANKED_SOLO_5x5,2,1,4,0,0,0,0,0,0,3,0,6588,68,1804,4715,72421,0,73,72348,41,11259,0,73,11185,6829,5380,120,2,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,1,1,1,0,0,0,5,0,1,0,50879700,24645641,21688362,54956097,36458185,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24645641,21688362,54956097,36458185,1,1,154,0,314160000,3.6361111111,10.9083333333,0,1399090664147,38841952345,449.5596336227,1348.6789008681,0.0080881619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,154,30952723345,118,36,0,0,6,36212209345,131,23,0,0
7372,a96fa53c63cb2d0de55a48f40195b8cf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1899793479,50879700,1437964360634,RANKED_SOLO_5x5,12,8,10,2,1,0,0,0,0,6,2,24022,2888,8714,12418,278761,2950,21332,254479,275,46766,1905,3482,41379,17795,16865,282,3,2,0,0,0,0,1,0,222,BOTTOM,DUO_CARRY,1,0,0,1,0,1,8,3,3,1,38276597,50879700,42692836,39713275,19065686,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,38276597,42692836,39713275,19065686,1,1,155,0,316200000,3.6597222222,10.9791666667,0,1399090664147,38873696487,449.9270426736,1349.7811280208,0.0081340348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,155,30984467487,118,37,0,0,2.75,36243953487,131,24,0,0
1535,22e7027763373bb10313e1b0bf02774a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1904435617,50879700,1438314545357,RANKED_SOLO_5x5,8,9,9,1,0,0,0,0,0,9,1,57515,3685,21383,32446,112076,8770,35929,67375,2073,26537,2925,6909,16701,11526,10285,48,0,0,0,0,0,0,0,0,14,JUNGLE,NONE,0,0,1,0,0,0,3,0,0,0,40417166,41974650,50879700,54956097,42831927,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,40417166,41974650,54956097,42831927,1,1,156,0,318240000,3.6833333333,11.05,0,1399090664147,39223881210,453.9801065972,1361.9403197917,0.0081134245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,156,31334652210,121,35,0,0,1.8888888889,36594138210,133,23,0,0
4832,6e4fb8ba9a8809cc1effbe845cd5a88b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1905123346,50879700,1438393518441,RANKED_SOLO_5x5,6,8,18,1,0,0,0,0,0,8,1,58496,5563,19000,33932,123080,6954,37688,78436,1429,16907,1799,4244,10862,12536,11290,47,2,0,0,0,0,0,0,0,14,JUNGLE,NONE,1,0,0,1,0,1,8,1,2,1,35428905,39033486,44639394,50879700,42692836,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,35428905,39033486,44639394,42692836,1,1,157,0,320280000,3.7069444444,11.1208333333,0,1399090664147,39302854294,454.8941469213,1364.6824407639,0.0081490265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,157,31413625294,121,36,0,0,3,36673111294,133,24,0,0
9924,e321084f86e558b3fa09d6da5e5a0d3e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1907367759,50879700,1438568048369,RANKED_SOLO_5x5,13,5,15,3,0,0,0,0,1,5,0,21770,2365,11940,7463,151857,275,114801,36781,121,32608,250,30877,1481,14828,14285,166,5,1,0,0,0,0,1,0,268,MIDDLE,SOLO,1,1,0,1,1,1,10,3,3,1,43031171,46374984,30107043,48485412,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,43031171,46374984,30107043,48485412,1,1,158,0,322320000,3.7305555556,11.1916666667,0,1399090664147,39477384222,456.9141692361,1370.7425077083,0.0081646747,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,158,31588155222,121,37,0,0,5.6,36847641222,135,23,0,0
2953,442a34dc789a5bdfbf2e8d94dc6661f7,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1937954528,50879700,1441158351884,RANKED_SOLO_5x5,3,5,4,0,0,0,0,0,0,4,0,13122,1173,6667,5281,122481,0,5427,117054,49,17365,0,1578,15786,9759,9040,196,0,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,0,0,0,1,0,3,0,1,0,50879700,50865687,35194941,53070131,29288699,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,50865687,35194941,53070131,29288699,1,1,159,0,324360000,3.7541666667,11.2625,0,1399090664147,42067687737,486.8945339931,1460.6836019792,0.0077104309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,159,34178458737,126,33,0,0,1.4,39437944737,157,2,0,0
6663,98d3eabe0eca6f36e6d460f87c117be4,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1938048012,50879700,1441160664485,RANKED_SOLO_5x5,5,6,3,0,0,0,0,0,1,2,0,24200,412,14242,9545,129073,280,6960,121832,83,22369,280,1233,20856,10195,9255,187,0,0,0,0,0,0,0,0,222,BOTTOM,DUO_CARRY,0,0,0,0,0,0,0,0,0,0,50879700,68340739,53432324,25372080,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,68340739,53432324,25372080,50865687,1,1,160,0,326400000,3.7777777778,11.3333333333,0,1399090664147,42070000338,486.9213002083,1460.763900625,0.0077584977,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,160,34180771338,126,34,0,0,1.3333333333,39440257338,157,3,0,0
8693,c85dded7416ffa02d3e9a7060e3d949d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1939952677,50879700,1441324946100,RANKED_SOLO_5x5,13,5,13,3,0,0,0,0,0,4,2,19329,713,8464,10151,172849,992,17674,154182,207,27408,647,2776,23984,14637,13315,190,4,1,0,0,0,0,1,0,222,BOTTOM,DUO_CARRY,1,1,0,1,0,1,9,2,1,1,52289576,45423224,43262121,21533076,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,52289576,45423224,43262121,21533076,1,1,161,0,328440000,3.8013888889,11.4041666667,0,1399090664147,42234281953,488.8227077894,1466.4681233681,0.0077766209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,161,34345052953,126,35,0,0,5.2,39604538953,158,3,0,0
6387,9252d4ebed510f802185523b858e9085,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1940050882,50879700,1441331397781,RANKED_SOLO_5x5,2,10,18,0,0,0,0,0,1,19,1,27977,790,10660,16526,27570,0,23250,4319,1025,11468,0,9298,2169,9767,9460,19,0,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,4,0,0,0,43612311,21360020,39565209,50944550,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,43612311,21360020,39565209,50944550,1,1,162,0,330480000,3.825,11.475,0,1399090664147,42240733634,488.8973800231,1466.6921400694,0.0078237278,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,162,34351504634,126,36,0,0,2,39610990634,158,4,0,0
6625,97b72dbde15d4ff4dbfa81c82c06d224,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1940082893,50879700,1441334107786,RANKED_SOLO_5x5,1,3,0,0,0,0,0,0,0,3,0,13750,1056,3426,9267,54507,4178,18871,31457,126,3021,268,1555,1197,5306,4415,24,0,0,0,0,0,0,0,0,59,JUNGLE,NONE,0,0,0,0,0,0,0,0,0,0,50319169,44355251,50879700,40687161,69462538,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,50319169,44355251,40687161,69462538,1,1,163,0,332520000,3.8486111111,11.5458333333,0,1399090664147,42243443639,488.9287458218,1466.7862374653,0.0078715174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,163,34354214639,126,37,0,0,0.3333333333,39613700639,158,5,0,0
3773,56a17a8bceda66eb8442659fac532bdf,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1940114356,50879700,1441336403351,RANKED_SOLO_5x5,3,8,4,0,0,0,0,0,0,3,1,20513,723,5000,14790,72182,224,0,71958,151,9174,0,0,9174,8109,7755,115,0,0,0,0,0,0,0,0,119,BOTTOM,DUO,0,0,1,0,0,0,2,0,1,0,20727444,37077904,45588489,50879700,20905827,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,20727444,37077904,45588489,20905827,1,1,164,0,334560000,3.8722222222,11.6166666667,0,1399090664147,42245739204,488.9553148611,1466.8659445833,0.0079193785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,164,34356510204,126,38,0,0,0.875,39615996204,158,6,0,0
3978,5b0e223954623282220f8eda0155f744,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1941627060,50879700,1441487022879,RANKED_SOLO_5x5,7,3,7,0,0,0,0,0,0,4,0,8770,133,3104,5532,87806,0,909,86897,43,15003,0,217,14785,9937,8285,147,3,1,0,0,0,0,1,0,222,BOTTOM,DUO_CARRY,1,1,1,1,0,0,7,1,1,0,39842127,50865687,50872080,50879700,38633340,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,39842127,50865687,50872080,38633340,1,1,165,0,336600000,3.8958333333,11.6875,0,1399090664147,42396358732,490.6985964352,1472.0957893056,0.0079393611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,165,34507129732,126,39,0,0,4.6666666667,39766615732,158,7,0,0
9107,d1a9495f2f88529722a2769e8c12d0b9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1941663997,50879700,1441489082072,RANKED_SOLO_5x5,2,1,16,0,0,0,0,0,1,12,2,13006,634,4782,7589,24698,5104,10571,9022,591,9182,0,7811,1370,8376,7345,35,1,0,0,0,0,0,0,1,201,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,11,4,3,0,50865687,47220973,20068563,54390472,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,50865687,47220973,20068563,54390472,1,1,166,0,338640000,3.9194444444,11.7583333333,0,1399090664147,42398417925,490.7224296875,1472.1672890625,0.0079870905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,166,34509188925,126,40,0,0,18,39768674925,158,8,0,0
1181,1afd572e40c7af95254284c9e469560e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1942683805,50879700,1441566598724,RANKED_SOLO_5x5,1,3,4,0,0,0,0,0,0,6,0,13715,22,1666,12027,71145,0,18352,52793,1734,6209,0,1399,4809,7333,6560,124,1,0,0,0,0,0,0,0,14,TOP,SOLO,1,0,0,1,0,0,6,1,1,0,50865687,47051415,20141422,50879700,22897551,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,50865687,47051415,20141422,22897551,1,1,167,0,340680000,3.9430555556,11.8291666667,0,1399090664147,42475934577,491.6196131597,1474.8588394792,0.0080205416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,167,34586705577,126,41,0,0,1.6666666667,39846191577,158,9,0,0
10952,f9ddbdfc173d6d8c828b69bb44645eac,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1943047686,50879700,1441594155995,RANKED_SOLO_5x5,9,5,15,0,0,0,0,0,1,6,6,13826,1156,3615,9054,147593,267,1685,145641,89,25027,93,790,24143,13563,12065,185,3,1,0,0,0,0,1,0,222,BOTTOM,DUO_CARRY,1,0,0,1,0,0,7,1,2,0,26853750,50879700,38773166,50439676,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,26853750,38773166,50439676,50865687,1,1,168,0,342720000,3.9666666667,11.9,0,1399090664147,42503491848,491.9385630556,1475.8156891667,0.0080633375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,168,34614262848,126,42,0,0,4.8,39873748848,158,10,0,0
8430,c1d5359d3f25c2696ee5eefb75500f21,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1946654026,50879700,1441927455503,RANKED_SOLO_5x5,1,5,21,0,0,0,0,0,1,22,4,18707,1582,6223,10902,36777,4846,15440,16490,341,9549,0,6230,3319,9908,8880,51,0,0,0,0,0,0,0,0,111,BOTTOM,DUO_SUPPORT,1,0,1,1,0,1,10,3,1,1,26131862,30601794,50879700,25757324,24919253,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,26131862,30601794,25757324,24919253,1,1,169,0,344760000,3.9902777778,11.9708333333,0,1399090664147,42836791356,495.79619625,1487.38858875,0.0080482218,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,169,34947562356,126,43,0,1,4.4,40207048356,158,11,0,1
9374,d7512526c8e21c09d9a97bc2019d4845,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1946690016,50879700,1441929936854,RANKED_SOLO_5x5,3,9,7,0,0,0,0,0,0,13,0,29124,3708,7166,18248,32041,7900,12949,11192,339,8319,40,5352,2926,7365,6105,43,0,0,1,0,0,0,0,0,111,BOTTOM,DUO_SUPPORT,0,1,1,0,0,0,4,0,0,0,30601794,37532093,39746626,50879700,20133499,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,30601794,37532093,39746626,20133499,1,1,170,0,346800000,4.0138888889,12.0416666667,0,1399090664147,42839272707,495.8249155903,1487.4747467708,0.0080953755,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,170,34950043707,126,44,0,2,1.1111111111,40209529707,158,12,0,2
8607,c626ffe64aac9e685c2d23b8410331ee,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1946715553,50879700,1441932399218,RANKED_SOLO_5x5,3,3,33,0,0,0,0,0,1,18,2,25939,892,8048,16998,38725,6899,17937,13888,440,12201,0,8000,4201,10798,9805,35,0,0,0,0,0,0,0,1,111,BOTTOM,DUO_SUPPORT,1,1,0,1,0,0,8,1,2,0,30601794,44483220,59383012,24050049,50879700,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,4,3210,30601794,44483220,59383012,24050049,1,1,171,0,348840000,4.0375,12.1125,0,1399090664147,42841735071,495.8534151736,1487.5602455208,0.0081425274,1,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,171,34952506071,126,45,0,3,12,40211992071,158,13,0,3
9209,d3cdf787a34b6437d11ead1228a1ca67,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1951138730,50879700,1442284398939,RANKED_TEAM_5x5,3,1,26,0,0,0,0,0,1,23,1,8305,456,2428,5420,20381,3838,8115,8427,389,6063,0,4594,1469,8311,7565,26,0,1,0,0,0,1,0,1,201,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,11,3,2,0,21269208,30601794,48565039,50879700,25279066,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,21269208,30601794,48565039,25279066,1,1,172,0,350880000,4.0611111111,12.1833333333,0,1399090664147,43193734792,499.9274860185,1499.7824580556,0.0081234003,1,1,1,1,3,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,172,35304505792,126,46,0,7,29,40563991792,158,14,0,7
5910,87131041b04b51fb4bd2e2328a5ef806,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1951184081,50879700,1442286163031,RANKED_TEAM_5x5,2,1,11,0,0,0,0,0,2,11,2,9089,84,3824,5181,18825,3017,8618,7190,192,4500,0,2545,1954,5857,5635,27,1,0,0,0,0,0,0,1,111,BOTTOM,DUO_SUPPORT,1,1,1,1,1,0,7,1,1,0,21269208,25279066,50879700,48565039,30601794,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,21269208,25279066,48565039,30601794,1,1,173,0,352920000,4.0847222222,12.2541666667,0,1399090664147,43195498884,499.94790375,1499.84371125,0.0081702957,1,1,1,1,4,3,2,2,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,173,35306269884,126,47,0,11,13,40565755884,158,15,0,11
9312,d600a3afd54b98cb30004ae46424cd35,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1951211593,50879700,1442287845493,RANKED_TEAM_5x5,0,2,8,0,0,0,0,0,1,18,1,8794,244,2286,6263,10235,0,6724,3510,64,3498,0,2939,558,6341,5645,6,1,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,1,1,1,0,0,1,7,0,2,1,21269208,50879700,48565039,25279066,30601794,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,21269208,48565039,25279066,30601794,1,1,174,0,354960000,4.1083333333,12.325,0,1399090664147,43197181346,499.9673766898,1499.9021300694,0.0082172028,1,1,1,1,5,4,3,3,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,174,35307952346,126,48,0,15,4,40567438346,158,16,0,15
11017,fb519e03c4d144fdb1f8c9a97bfe3349,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1951839797,50879700,1442369630648,RANKED_SOLO_5x5,6,6,16,1,0,0,0,0,1,13,3,56387,1660,16631,38096,149043,10288,35111,103644,445,24017,2942,3460,17615,13842,13490,39,1,0,0,0,0,0,0,0,254,JUNGLE,NONE,0,1,0,0,1,0,7,0,3,0,52806927,29503192,50879700,24342017,20870219,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,52806927,29503192,24342017,20870219,0,1,175,0,357000000,4.1319444444,12.3958333333,0,1399090664147,43278966501,500.9139641319,1502.7418923958,0.0082488107,0,0,0,0,5,4,3,3,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,175,35389737501,126,49,0,15,3.6666666667,40649223501,158,17,0,15
10956,f9f477bdbd678a2a89c12a97c651daaa,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1952917949,50879700,1442455800886,RANKED_TEAM_5x5,1,2,11,0,0,0,0,0,2,16,4,12157,0,5220,6937,12834,1776,6964,4093,538,5484,0,4662,822,5739,5470,25,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,1,0,1,0,1,0,5,0,2,0,19999828,50879700,43688673,31307983,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,19999828,43688673,31307983,50865687,1,1,176,0,359040000,4.1555555556,12.4666666667,0,1399090664147,43365136739,501.9113048495,1505.7339145486,0.008279462,0,0,1,0,5,4,4,3,16,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,176,35475907739,126,50,0,16,6,40735393739,158,18,0,16
9917,e2fcbdd680edaaf3572783148f0d4869,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1952946819,50879700,1442457708368,RANKED_TEAM_5x5,3,2,5,1,0,0,0,0,2,13,2,8843,62,3637,5144,19954,3099,5747,11107,170,4134,0,2211,1923,5870,5495,24,0,0,1,0,0,0,0,0,111,BOTTOM,DUO_SUPPORT,1,1,0,0,1,0,4,0,2,0,19999828,31307983,50879700,43688673,50865687,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,19999828,31307983,43688673,50865687,1,1,177,0,361080000,4.1791666667,12.5375,0,1399090664147,43367044221,501.9333821875,1505.8001465625,0.0083261381,0,1,0,0,5,5,4,3,17,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,177,35477815221,126,51,0,17,4,40737301221,158,19,0,17
7823,b33abe4a2fd74cfd543ad9f1a5e9562c,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1954329685,50879700,1442613942851,RANKED_SOLO_5x5,1,4,21,0,0,0,0,0,1,26,2,23464,251,8942,14271,33386,7124,13070,13190,732,10583,0,8634,1949,9602,8075,42,1,0,0,0,0,0,0,1,201,BOTTOM,DUO_SUPPORT,1,1,1,1,1,1,11,3,3,1,38815644,23682082,52836885,50879700,66009139,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,38815644,23682082,52836885,66009139,0,1,178,0,363120000,4.2027777778,12.6083333333,0,1399090664147,43523278704,503.7416516667,1511.224955,0.0083431214,0,0,0,0,5,5,4,3,17,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,178,35634049704,128,50,0,17,5.5,40893535704,158,20,0,17
